sentence	target
Dubh użyła czarów , by spowodować utonięcie rywalki .	persName
Przyznał em mu słuszność i aż do Rynku musiał em słuchać jego dociekań , kim mógł być ów młody człowiek .	geogName
A czy można być do końca pewnym , że nie spotka nas niespodzianka ?	noEntity
Listonosz Perez skinął bez słowa głową .	persName
Była to wieś Dolsko .	placeName
Skrzypnęły drzwi i Liść wszedł do środka .	persName
Kategoria ta grupuje osoby odznaczone tytułem Right Livelihood .	noEntity
Tylko kilka godzin mogli cieszyć się pięknem niezwykle rzadkiego kwiatu uczniowie bielskiego " ogrodnika " .	placeName
– powstanie w Grodnie wzniesiony przez mniejszość narodową nie wymienioną	placeName
Biblioteka czynna we czwartki w godz . 18 . 30 do 20 .	time
W księdze gniewu pańskiego wyczytał bekijach nejfesz , i odtąd Żydzi nie siedzą na pokucie po swoich zmarłych , a trupy żydowskie bez oporządzenia rytualnego idą na łono śmierci .	placeName
W rezultacie większość ambasadorów - w tym i przedstawiciel Polski - wróciła do swoich krajów .	placeName
- Wrócić ? - uśmiechnęła się .	noEntity
Zwolnienia zostaną rozłożone na cały 2001 r .	time
Co prawda wokół sobiborskich bagien rozłożono na przynętę mięso , ale nie bardzo wierzono w obecność egzotycznego gada .	placeName
Stwierdzam , że Sejm poprawkę przyjął .	orgName
zamiast kiełbasy małe delicje	noEntity
PCPR pilnie szuka chętnych , jednak rodziny wolą opiekować się małymi dziećmi , dlatego liczba nastolatków w Domu Dziecka nie maleje .	orgName
Nagranie wykazało , że w przestępstwie pomagali ochroniarzowi dwaj inni młodzi mężczyźni .	noEntity
Zarzucają , że w myśl ustawy z 1996 r . o komercjalizacji i prywatyzacji osoby , przejęte po przepracowaniu dziesięciu lat w przedsiębiorstwie państwowym przez inne zakłady - w trybie art . 23 kodeksu pracy - mają prawo do nieodpłatnego nabycia należących do skarbu państwa akcji spółki .	time
Pani Zosia wymieniła porozumiewawcze spojrzenia z panią Simonow , gdy podporucznik Kowalik stanął w drzwiach kancelarii .	persName
Do konstelacji trzech osób , które obserwował em , zbliżył się mianowicie Dyrektor Service Culturel , trzymając odkorkowaną , lśniącą butelkę szampana ( z białą serwetką na szyjce zawiązaną jak szalik ) , i po dolaniu wszystkim musującego trunku poprosił prawdopodobnie , ażeby przeszli z nim dokądś – bo tak się właśnie stało .	orgName
Może kłamali ? – zauważył Nowak .	persName
można było kupić w Niemczech właśnie stare BM-ki .	placeName
W sprawach opłat za substancje kontrolowane stosuje się odpowiednio przepisy działu III ustawy z dnia 29 sierpnia 1997 r . - Ordynacja podatkowa ( Dz . U . Nr 137 , poz . 926 , z późn . zm . ) , z tym że uprawnienia organów podatkowych przysługują marszałkowi województwa .	time
Nakielska straż miejska odbiera sporo podobnych zgłoszeń .	placeName
- Ale ja wiem , że rozprawa ma się odbyć jutro . . .	noEntity
Na początku września opracowali plan , który po tygodniu zrealizowali .	time
Od jakiegoś czasu śni mi się Polska .	placeName
Że ma do kogo biec i śmiać się , wołając : “ Mama ! Tata ! ” , jest zaprzeczeniem ludzkiego rachunku okrucieństwa .	noEntity
Policjanci z Inspektoratu Komendy Głównej ustalili wstępnie , że zachowanie policyjnej eskorty było nieprawidłowe .	orgName
Do czasów schizmy był częścią KK ( rozrużniam KK od K Rzymsko Katolickiego , który jest częścią KK ) .	orgName
- Grubla daję za miejsce !	noEntity
- Trzeba wprowadzić na posiedzenie Krajowej Rady i przedyskutować to .	orgName
Z Polski przyjechało 20 kotów różnych ras : 1 egzotyczny , 1 syberyjski , 2 ragdolle , 2 rosyjskie niebieskie , 3 brytyjskie , 3 maine-coony , 3 perskie oraz 5 norweskich leśnych .	placeName
W Olsztynie pod drzwiami szpitalnymi zmarły ostatnio dwie osoby .	placeName
Został em Żydem .	placeName
Justyna staje się " terapeutką " - wypytuje innych , interpretuje ich zachowanie , podsumowuje to , co się dzieje , rzuca propozycje .	persName
NIE ma chyba takich słów , takich zdań , których nie wypowiedziano by o węglu na przestrzeni minionego roku .	noEntity
Lider Samoobrony zapowiedział , że poda do sądu tygodnik " Wprost " , żądając miliona złotych na cele charytatywne .	orgName
- Słuchowe .	noEntity
- Co wy wszyscy ode mnie chcecie - powiedziała tylko ciotka Chawa .	persName
LICZBA mieszkańców Ziemi cierpiących na niedożywienie : 1100000000 ( słownie : miliard sto milionów ) .	geogName
Ja , . . . akceptuję w sobie Boską Miłość ( lub inną cechę ) .	persName
– siedzi u mnie słuchaj od cze od od pierwszego tygodnia nie od początku tylko w drugim tygodniu przyszedł y tego września .	time
- Znam ich wszystkich z imienia i nazwiska - uśmiecha się Paweł .	persName
Wpadli mi do chałupy o 8 wieczorem i pytali o jakieś głupoty .	time
– potem drugie od razu Aneta .	persName
Szwedyc ?	persName
Z czasem zaczęła obdarzać mnie sympatią .	noEntity
- Ty jesteś Andrew , yes ?	persName
Nikt nie może tego zobaczyć , jeśli ktoś by zechciał odkopać – wszystko by znikło .	noEntity
Wyjazd z lasów .	noEntity
CKM : Jak by ście opisali siebie nawzajem ?	orgName
Dziewczynka drży widząc zdjęcia oprawców .	noEntity
W sumie trudno więc było przyjąć , że w miejscu uważanym za grób Piotra Apostoła znajdowały się właśnie jego szczątki .	persName
– ale twoje korzenie prowadzą cię jeszcze dalej na wschód bo ta ta . cząstka krwi ormiańskiej no nie mała jednak jak się na ciebie patrzy . to to to po prostu się to widzi .	placeName
Więc o co się Jahwe na niego wściekał ?	persName
- Panie Zygmuś . . . co pan wyprawiasz z tymi oczami ?	persName
Po raz pierwszy pojechał do Europy w wieku czterdziestu pięciu lat .	geogName
OTELLO - Jakie dyspozycje , Sir .	persName
Jest plan , by te , na których dotychczas odbywały się ćwiczenia , przekazać rybnickim szkołom .	placeName
W przypadku , gdy ktoś nie podporządkuje się zakazowi , może zostać ukarany mandatem w wysokości nawet 500 zł .	noEntity
Mieszkania kilkunastometrowe ( 16 - 17 m kw . ) bez łazienki .	noEntity
Opaski przeglądamy w lipcu i niszczymy znajdujące się tam gąsienice .	time
Po operacji “ trzeciego ” migdałka jest to szczególnie ważne .	noEntity
– do dwunastego grudnia	time
Za kolejne 4,2 mln euro z budżetu wydrukowano i rozesłano broszury informujące Irlandczyków , o co właściwie chodzi w traktacie .	placeName
Umiejętność " czytania " mowy ciała przydaje się również w negocjacjach .	noEntity
Stare Miasto - słynna reduta .	placeName
AWS odwołuje " komuchów " i obsadza stołki e"S"manami .	orgName
Makabryczny wypadek na Śląsku !	geogName
Fascynująca jest lektura jego wystąpień , zawsze bardzo konkretnych , opartych o głęboką analizę europejskiej myśli historycznej .	geogName
By się o tym przekonać , należy pojechać do najbardziej zinternetyzowanego państwa na świecie - do Korei Południowej .	placeName
– no nie to nie było po uważaniu .	noEntity
W jego oczach dojrzał em zaciekawienie : jak też wyplączę się z pułapki , w którą mnie wpędził ?	noEntity
Choć nastroje dalekie były od katastroficznych , bo SLD generalnie zdobył jednak dobry wynik w wyborach samorządowych , dostrzeżono jednak utratę części elektoratu .	orgName
To jest mój debiut w kierowaniu kropidłem .	noEntity
" Chryste ! - myślał em - niech on tam zejdzie !	persName
Liz pociągnęła z niej kilka łyków i po 10 minutach poczuła się jakoś dziwnie .	persName
Honorarium umówionego własnego lekarza - 800 zł .	noEntity
Proponuje za to referendum w sprawie przekształcenia AWS w jedną partię .	orgName
Krupówki .	geogName
Dotychczas odwołujący się mogą pozostawać w Niemczech przez wiele miesięcy .	placeName
Za Dominiką więc nic .	persName
- Pan poseł Wełnicki , później pan poseł Zakrzewski .	persName
- Uznał , że swoje zrobił i jego rola się kończy - twierdzą jedni .	noEntity
Albo schować w ustronnym włoskim klasztorze .	placeName
Lipnicki wójt bierze czynny udział w promowaniu Gminy i w miarę możliwości stara się zmniejszyć bezrobocie na swoim terenie .	placeName
W Polsce 67 proc . mężczyzn i 64 proc . kobiet w wieku 34 - 64 lat ma nadwagę lub należy do otyłych .	placeName
Od 7 do 11 marca trwały w naszej parafii Rekolekcje Ewangelizacyjne dla młodzieży i studentów .	time
- Czy pisał pan do Michałowskiego jakieś listy ?	persName
U jej podłoża - stwierdza raport Federacji - " leży przemoc i uprzedmiotowianie kobiety , która ma jedynie służyć do zaspokajania przyjemności seksualnych sfrustrowanego mężczyzny " .	orgName
Ta zaś , sądził Newman , dopuszczała się wielu czynów nagannych .	persName
Gdyby m poszedł tamtędy i minął zakratowane pawilony otoczone starym parkiem , mógł by m dojść do miejsca , gdzie po raz ostatni widział em Weisera .	persName
Trzymiesięczne owczarki niemieckie pochodzą z wyspecjalizowanej hodowli ze Słowacji .	placeName
Nie wiem , czy pani Lidia opowiadała panu o moich metodach pracy ?	persName
Nie trzeba wyjaśniać , że ze strony odmawiających była to nie żadna złośliwość , ale zdrowy rozsądek , jego pomysły miały mniej więcej taką wartość , jak tygrysi skok Mao .	persName
Dowodził em mu , że należy , nie tracąc ani dnia , zamknąć uniwersytety europejskie dla Azjatów .	geogName
teraz wezmę się ( mam nadzieję ) za lektury , które mamy czytać przez wakacje : " Chłopi " tom 1 , fragmenty " Nad Niemnem " i " Inny świat " - to ostatnie chyba najlepiej mi wejdzie . . . chociaż wolę czytać " Nienawiść " - wiecie lektury zawsze idą tak ciężej .	geogName
Spojrzał jak kto głupi .	noEntity
Państwu Kłosom to nowe mieszkanie bardzo się podobało .	persName
Po jego rozpadzie zniknął nasz najważniejszy odbiorca .	noEntity
W 2001 spaliło się kino , w 2002 - poddasze dworca .	time
Dla nas koniec jazdy .	noEntity
Jaskier jęknął i pobiegł .	persName
yyy SLD mówi że PO z PIS są dogadane i dlatego taki był wynik głosowania	orgName
Tendencję spadkową można także zauważyć w sektorach wyrobów metalowych , drewna i papieru .	noEntity
– Marto , dlaczego ukrywasz pomadkę ? – zapytała psycholożka .	persName
CIOTKA - Ja by m się nigdy na to nie zgodziła .	noEntity
– porządna tak . .	noEntity
Jednym z jego profesorów był Kurt Vonnegut .	persName
Przyjął zaproszenie od firmy Jabil , która tego dnia otwiera nową fabrykę telewizorów .	orgName
WIDMO - Łgarzu !	noEntity
Lubisz sport ( lekkoatletykę , ćwiczenia siłowe ) , a także możesz mieć pewne skłonności do wojskowości , marynarki , odpowiada ci spartańskie wojskowe życie .	noEntity
Teraz Rosjanie nie tylko nie chcą uciekać do lig zachodnich , ale to na ich " podwórku " chcą sprawdzić się - i zarobić duże pieniądze - Czesi , Słowacy , Finowie .	placeName
Oskarżony nie ma w całej Francji nikogo z rodziny , jest sam .	placeName
Wśród zabitych - członków ugrupowania maoistycznego Ludowa Grupa Wojenna - są trzy kobiety .	orgName
Z 1839 – 41 pochodzi kościół zbudowany z kamieni polnych .	time
Dziś zostanie zatwierdzony na stanowisko wicedyrektora generalnego w dyrekcji Komisji Europejskiej ds . rolnictwa .	orgName
– koniecznie tylko ja ci jeszcze tylko jedno powiem o Marcelinie . że . y ona takie ma nerwowe ziewanie	persName
Robiąc specjalizację z aborcji na studiach odkryła m , jak bardzo moje podejście lekarza kobiety , przyjazne i bez osądzania , może w takim momencie pomóc .	noEntity
Krzysztof : - Skieruj to do określonych osób !	persName
Słońce , ciepły piasek i piegowate plecy Moniki Nonas , córki sąsiadów , sprawiły , że przyjął pocałunek w policzek jako rzecz przynależną ciepłu i słońcu .	persName
– Ja mam śpiewać ?	noEntity
Rodzina Chmurów zręcznie z niej wybrnęła .	persName
Szanowni Parlamentarzyści !	orgName
Nigdy nie zauważył em , by padał na mnie jakiś cień , by m pozostawał w czyimś cieniu .	noEntity
Następnie dodać wiórki kokosowe i gotować jeszcze 5 min .	noEntity
Można jeszcze tylko dodać , że w związku z przebudową dróg Powstańców Śląskich i Wiejskiej powstaną ścieżki rowerowe .	geogName
panie panie ministrze panie ministrze .	noEntity
– trzeba zapytać się Kaśki gdzie oni jeżdżą nie ?	persName
Służba Ruchu MO interweniowała w 9 kolizjach .	orgName
Wpatrywał się w niego wyczekująco .	noEntity
Nie wiedział nic o uchwale , podjętej przez radę biskupów , w której postanowiono , iż ten , kto pierwszy pojawi się w tym dniu w kościele w Mirze , otrzyma biskupią infułę .	placeName
Wysoka Izbo !	orgName
8 . b ) Ta liczba ma znaczenie polityczne : tylu jest posłów w Polsce .	placeName
Jest to klucz do świata Andrzeja Mleczki i do duszy jego bohaterów , którzy chcą być w porządku i mieć to na piśmie .	persName
“ Starali śmy się stworzyć dom nie tylko dla siebie i dzieci , ale także dla bliższej i dalszej rodziny rozproszonej na skutek wojny i wygnania po całej Polsce , by mieli w nas – w punkcie stałym – oparcie ” .	placeName
Zresztą taki całkowicie zafałszowany obraz świata zewnętrznego jest dziełem nie tylko 50 lat komunizmu , ale i poprzednich 2000 lat cesarstwa , kiedy ów świat przedstawiany był niezmiennie jako obszar zamieszkany przez nieokrzesaną dzicz , która nie może się równać z Państwem Środka , rządzonym przez Syna Niebios - cesarza .	noEntity
Zapraszam wszystkich serdecznie - stwierdził nakielski pianista .	placeName
- Walendziak dyscyplinuje .	persName
Vík í Mýrdal - ( is . Zatoka Bagiennej Doliny ) miejscowość w południowej Islandii , około 180 km od Reykjavíku .	placeName
Przygwożdżonemu ich argumentacją Mister O'Gorckowi zawsze pozostawało się wycofać .	persName
– To są bzdury !	noEntity
Centrum systematycznie organizuje pobór krwi na terenie miasta i w regionie .	orgName
Włodek : Większość z nas uważa , że najbardziej może nam pomóc drugi człowiek z tym samym problemem .	persName
Uczestniczyło około dwustu osób .	noEntity
Chodzi o lata 1870 - 1914 , wiem tylko , że wtedy właśnie powstawały fabryki , głównie włokiennicze w tym mieście .	time
Lepiej raz wydać na pavulon niż co dziennie 10 zł przez 25 lat .	noEntity
– który był aforys aforystą tak naprawdę .	noEntity
Jednak telefonicznie okazało się to niemożliwe , mgliste tłumaczenia nie wyjaśniły tej sprawy .	noEntity
Przygotowała m również niespodziankę dla moich słuchaczy w Polsce .	placeName
Chciał by m dostać od Snow Patrol . . .	orgName
Było jej ciężko samej we Francji .	placeName
Uczucia podobne do tych , którymi obdarzył Michelle , swą pierwszą miłość , dał później tylko jednej kobiecie .	persName
- Dasz mi słowo , że zrobisz wszystko , by pomóc mi wyciągnąć nas z tego bagna .	noEntity
W sąsiedniej Szwecji 15 tys . domów zostało bez elektryczności .	placeName
